date,disease,pathway,countries,who_report_url
2024-03-14,Ebola and Sudan virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/2000DON218
2024-03-14,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/2000DON213
2024-03-14,Ebola and Sudan virus disease,wildlife,GA,https://www.who.int/emergencies/disease-outbreak-news/item/2001DON210
2024-03-14,Anthrax,livestock,US,https://www.who.int/emergencies/disease-outbreak-news/item/2001DON208
2024-03-14,Anthrax,livestock,US,https://www.who.int/emergencies/disease-outbreak-news/item/2001DON209
2024-03-14,Yellow fever,vector,CI,https://www.who.int/emergencies/disease-outbreak-news/item/2001DON207
2024-03-13,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/2001DON200
2024-03-13,Yellow fever,vector,SN,https://www.who.int/emergencies/disease-outbreak-news/item/2002DON197
2024-03-13,West Nile fever,birds,US,https://www.who.int/emergencies/disease-outbreak-news/item/2002DON196
2024-03-13,West Nile fever,birds,US,https://www.who.int/emergencies/disease-outbreak-news/item/2002DON195
2024-03-13,West Nile fever,birds,US,https://www.who.int/emergencies/disease-outbreak-news/item/2002DON194
2024-03-13,West Nile fever,birds,US,https://www.who.int/emergencies/disease-outbreak-news/item/2002DON193
2024-03-13,West Nile fever,birds,US,https://www.who.int/emergencies/disease-outbreak-news/item/2002DON190
2024-03-13,SARS,wildlife,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON181
2024-03-13,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON180
2024-03-13,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON177
2024-03-13,SARS,wildlife,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON171
2024-03-13,SARS,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON170
2024-03-13,Yellow fever,vector,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON169
2024-03-13,Yellow fever,vector,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON168
2024-03-13,SARS,wildlife,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON167
2024-03-13,SARS,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON162
2024-03-13,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON161
2024-03-13,Avian influenza,birds,NL,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON159
2024-03-13,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON158
2024-03-13,SARS,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON157
2024-03-13,SARS,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON156
2024-03-13,Crimean-Congo haemorrhagic fever,livestock,CG MR,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON155
2024-03-13,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON154
2024-03-13,Ebola and Sudan virus disease,wildlife,SS,https://www.who.int/emergencies/disease-outbreak-news/item/2004DON143
2024-03-13,Yellow fever,vector,BF,https://www.who.int/emergencies/disease-outbreak-news/item/2004DON141
2024-03-13,Yellow fever,vector,BF,https://www.who.int/emergencies/disease-outbreak-news/item/2004DON139
2024-03-13,Nipah virus,wildlife,BD,https://www.who.int/emergencies/disease-outbreak-news/item/2004DON138
2024-03-13,Nipah virus,wildlife,BD,https://www.who.int/emergencies/disease-outbreak-news/item/2004DON135
2024-03-13,Avian influenza,birds,TH VN,https://www.who.int/emergencies/disease-outbreak-news/item/2004DON133
2024-03-13,SARS,wildlife,CN,https://www.who.int/emergencies/disease-outbreak-news/item/severe-acute-respiratory-syndrome-coronavirus---china
2024-03-13,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2004DON132
2024-03-13,Yellow fever,vector,CI,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON131
2024-03-13,Yellow fever,vector,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON130
2024-03-13,Yellow fever,vector,SN,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON129
2024-03-13,Yellow fever,vector,BF CI,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON128
2024-03-13,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON121
2024-03-13,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON120
2024-03-12,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON115
2024-03-12,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON113
2024-03-12,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON111
2024-03-12,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON109
2024-03-12,Plague,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON107
2024-03-12,Yellow fever,vector,ML,https://www.who.int/emergencies/disease-outbreak-news/item/2005DON105
2024-03-12,Rift Valley fever,livestock,KE,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON104
2024-03-12,Avian influenza,birds,TH,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON102
2024-03-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON099
2024-03-12,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON097
2024-03-12,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON096
2024-03-12,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON095
2024-03-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON093
2024-03-12,Avian influenza,birds,NG,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON092
2024-03-12,Avian influenza,birds,NE,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON088
2024-03-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON087
2024-03-07,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON086
2024-03-07,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006DON084
2024-03-07,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON083
2024-03-07,Rift Valley fever,livestock,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON081
2024-03-07,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON080
2024-03-07,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON079
2024-03-07,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON077
2024-03-07,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON075
2024-03-07,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON074
2024-03-07,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON073
2024-03-07,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON072
2024-03-07,Rift Valley fever,livestock,KE SO,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON070
2024-03-07,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2007DON069
2024-03-06,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2008DON67
2024-03-06,Yellow fever,vector,LR,https://www.who.int/emergencies/disease-outbreak-news/item/2008DON066
2024-03-06,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2008DON065
2024-03-06,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2008DON064
2024-03-06,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2008DON063
2024-03-06,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2008DON062
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON062
2024-03-05,Plague,wildlife,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON061
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON058
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON059
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON056
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON055
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON054
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON053
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON052
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/influenza-a-(h1n1)-virus---european-region-and-region-of-the-americas
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON050
2024-03-05,Yellow fever,vector,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON049
2024-03-05,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON048
2024-03-05,Yellow fever,vector,GN,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON046
2024-03-05,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2009DON045
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/influenza-a-(h1n1)-virus---global
2024-03-05,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2010DON041
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010DON040
2024-03-05,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2010DON039
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010DON038
2024-03-05,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2010DON037
2024-03-05,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2011DON036
2024-03-05,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2011DON034
2024-03-05,Psittacosis,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2024-DON509
2024-03-05,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2012DON033
2024-03-05,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2012DON031
2024-03-05,Ebola and Sudan virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/ebola---uganda
2024-03-05,COVID-19,wildlife,QA SA,https://www.who.int/emergencies/disease-outbreak-news/item/novel-coronavirus-infection---saudi-arabia-and-qatar
2024-03-05,COVID-19,wildlife,JO SA,https://www.who.int/emergencies/disease-outbreak-news/item/2012DON028
2024-03-05,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2013DON027
2024-03-05,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2013DON026
2024-03-05,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2013DON024
2024-03-05,Yellow fever,vector,ET,https://www.who.int/emergencies/disease-outbreak-news/item/2013DON023
2024-02-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2013DON022
2024-02-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2013DON020
2024-02-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2013DON019
2024-02-29,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON017
2024-02-29,Ebola and Sudan virus disease,wildlife,GN,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON015
2024-02-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON014
2024-02-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON013
2024-02-29,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON012
2024-02-29,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON011
2024-02-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON010
2024-02-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON009
2024-02-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON008
2024-02-28,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON006
2024-02-28,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON003
2024-02-28,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON002
2024-02-28,MERS,livestock,OM,https://www.who.int/emergencies/disease-outbreak-news/item/2014DON001
2024-02-27,Nipah virus,wildlife,BD,https://www.who.int/emergencies/disease-outbreak-news/item/2024-DON508
2024-02-23,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/middle-east-respiratory-syndrome-coronavirus---saudi-arabia
2024-02-16,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2024-DON506
2024-02-13,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2024-DON504
2024-02-09,Swine-origin influenza,livestock,ES,https://www.who.int/emergencies/disease-outbreak-news/item/2024-DON503
2024-02-08,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2024-DON501
2024-02-07,Swine-origin influenza,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2024-DON502
2023-12-08,Anthrax,livestock,ZM,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON497
2023-12-01,Swine-origin influenza,livestock,GB IE,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON496
2023-11-29,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON495
2023-11-23,Mpox,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON493
2023-10-03,Nipah virus,wildlife,IN,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON490
2023-09-13,Swine-origin influenza,livestock,NL,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON486
2023-08-29,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON484
2023-08-11,Swine-origin influenza,livestock,US,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON482
2023-07-24,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON478
2023-07-16,Avian influenza,birds,PL,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON476
2023-06-16,Swine-origin influenza,livestock,BR,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON473
2023-06-09,Marburg virus disease,wildlife,GQ,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON472
2023-06-02,Marburg virus disease,wildlife,TZ,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON471
2023-05-30,Avian influenza,birds,GB IE,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON468
2023-05-08,Marburg virus disease,wildlife,GQ TZ,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON467
2023-05-01,Lassa fever,wildlife,NG,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON463
2023-04-21,Avian influenza,birds,CL,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON461
2023-04-15,Marburg virus disease,wildlife,GQ,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON459
